"33428","GIANT","CALVIN HARRIS feat. RAG'N'BONE MAN","2019-05-02 15:47:17"
"33429","HUMAN","THE HUMAN LEAGUE","2019-05-02 15:51:19"
"33430","NEXT TO ME","EMELI SANDÉ","2019-05-02 15:55:12"
"33431","1973","JAMES BLUNT","2019-05-02 15:58:05"
"33432","MOTHER'S HEART","STEFANIE HEINZMANN","2019-05-02 16:03:09"
"33433","MY HOMETOWN","BRUCE SPRINGSTEEN","2019-05-02 16:06:43"
"33434","FIGHT FOR THIS LOVE","CHERYL COLE","2019-05-02 16:11:16"
"33435","EASTSIDE","BENNY BLANCO feat. KHALID & HALSEY","2019-05-02 16:14:33"
"33436","LAY IT ALL ON ME","RUDIMENTAL feat. ED SHEERAN","2019-05-02 16:18:05"
"33437","CLOSE TO YOU","JAMES GRUNTZ","2019-05-02 16:21:38"
"33438","RUN RUN","RAY BLK","2019-05-02 16:25:39"
"33439","SHADOW OF THE DAY","LINKIN PARK","2019-05-02 16:28:56"
"33440","PIECES","DECLAN J. DONOVAN","2019-05-02 16:32:58"
"33441","I'LL BE MISSING YOU","PUFF DADDY AND FAITH EVANS feat. 112","2019-05-02 16:35:29"
"33442","LOVE IS ALL AROUND","WET WET WET","2019-05-02 16:43:19"
"33443","ONLY WANT YOU","RITA ORA feat. 6LACK","2019-05-02 16:44:20"
"33444","RAISE YOUR GLASS","P!NK","2019-05-02 16:51:09"
"33445","ACTION","THE PEARLBREAKERS","2019-05-02 16:54:26"
"33446","ALRIGHT","REAMONN","2019-05-02 16:57:27"
"33447","STAND","LENNY KRAVITZ","2019-05-02 17:03:47"
"33448","THUNDERCLOUDS","LSD","2019-05-02 17:07:34"
"33449","ALONE","ALAN WALKER","2019-05-02 17:11:06"
"33450","SHOTGUN","GEORGE EZRA","2019-05-02 17:14:37"
"33451","ALWAYS","GAVIN JAMES","2019-05-02 17:16:53"
"33452","ALL THIS TIME","MARIA MENA","2019-05-02 17:20:11"
"33453","LOVE SOMEONE","LUKAS GRAHAM","2019-05-02 17:23:12"
"33454","STUCK IN A MOMENT YOU CAN'T GET OUT OF","U2","2019-05-02 17:26:29"
"33455","SOMEONE YOU LOVED","LEWIS CAPALDI","2019-05-02 17:30:16"
"33456","THE BEST","TINA TURNER","2019-05-02 17:33:17"
"33457","PASSIONFRUIT","DRAKE","2019-05-02 17:38:19"
"33458","BIG GIRLS DON'T CRY","FERGIE","2019-05-02 17:41:36"
